"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ID","Input.sentence1","Input.sentence2","Input.target","Answer.Fluency .label","Approve","Reject"
"3BAKUKE49IUUL3LXWGRJO1M6QTU1RP","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","3UXUOQ9OKGFJKRCC9NR7J5KXZTHA7L","A3AJJHOAV7WIUQ","Submitted","Fri Jan 14 18:12:37 PST 2022","Fri Jan 14 18:14:24 PST 2022","Sat Jan 15 18:14:24 PST 2022","","","","107","100% (52/52)","0% (0/0)","0% (0/0)","0","in summary, key program clients are homeforge, blogdev and skeptic.net. ","in summary:- install and run a local mysql server on the host computer- add a mysql table (","sentence1","Sentence 1"
"3BAKUKE49IUUL3LXWGRJO1M6QTU1RP","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","3OF2M9AATI68GER449WF43GSEYNZKG","AKSJ3C5O3V9RB","Submitted","Fri Jan 14 18:12:35 PST 2022","Fri Jan 14 18:19:07 PST 2022","Sat Jan 15 18:19:07 PST 2022","","","","392","100% (139/139)","0% (0/0)","0% (0/0)","0","in summary, key program clients are homeforge, blogdev and skeptic.net. ","in summary:- install and run a local mysql server on the host computer- add a mysql table (","sentence1","Sentence 2"
"3BAKUKE49IUUL3LXWGRJO1M6QTU1RP","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","3O7L7BFSHG7JZOAK8JXQ6D0XYOQIEJ","APGX2WZ59OWDN","Submitted","Fri Jan 14 18:13:54 PST 2022","Fri Jan 14 19:07:42 PST 2022","Sat Jan 15 19:07:42 PST 2022","","","","3228","100% (86/86)","0% (0/0)","0% (0/0)","0","in summary, key program clients are homeforge, blogdev and skeptic.net. ","in summary:- install and run a local mysql server on the host computer- add a mysql table (","sentence1","Sentence 1"
"3QGTX7BCHQK2BC877KN8DU1MBQHZ5X","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","326O153BMKG2RDUYG5WFFGKK6JIEDD","A3AJJHOAV7WIUQ","Submitted","Fri Jan 14 18:13:23 PST 2022","Fri Jan 14 18:16:21 PST 2022","Sat Jan 15 18:16:21 PST 2022","","","","178","100% (52/52)","0% (0/0)","0% (0/0)","1","this essay discusses bitcoin using the following steps: the key to a reliable and stable bitcoin network, bitcoin","this essay discusses mechanical musical instruments and discusses his first two inventions. the keyboard and the bassoon.","sentence2","Sentence 1"
"3QGTX7BCHQK2BC877KN8DU1MBQHZ5X","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","3A9AA95ATY4BKR4VADU7BGVW79M5PH","A3AJR1PM02424Y","Submitted","Fri Jan 14 18:13:12 PST 2022","Fri Jan 14 18:13:25 PST 2022","Sat Jan 15 18:13:25 PST 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","1","this essay discusses bitcoin using the following steps: the key to a reliable and stable bitcoin network, bitcoin","this essay discusses mechanical musical instruments and discusses his first two inventions. the keyboard and the bassoon.","sentence2","Sentence 2"
"3QGTX7BCHQK2BC877KN8DU1MBQHZ5X","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","33IZTU6J83JHZ24X80HWY4RRNS2SXT","A3IK746CSB3YQS","Submitted","Fri Jan 14 18:12:57 PST 2022","Fri Jan 14 19:02:18 PST 2022","Sat Jan 15 19:02:18 PST 2022","","","","2961","0% (0/0)","0% (0/0)","0% (0/0)","1","this essay discusses bitcoin using the following steps: the key to a reliable and stable bitcoin network, bitcoin","this essay discusses mechanical musical instruments and discusses his first two inventions. the keyboard and the bassoon.","sentence2","Sentence 2"
"3MA5N0ATTDT1Z0O53K77GFQMRE8WKP","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","3RYC5T2D75B0PE2T7K7AEH0SZRAPRE","A1T643M1P572AA","Submitted","Fri Jan 14 18:11:52 PST 2022","Fri Jan 14 18:12:10 PST 2022","Sat Jan 15 18:12:10 PST 2022","","","","18","100% (1/1)","0% (0/0)","0% (0/0)","2","views on good and evil in the anglo-saxon kingdoms. cambridge university press. 1976. p.","views on windows server 2016 the following is a list of the screens on the windows server","sentence1","Sentence 2"
"3MA5N0ATTDT1Z0O53K77GFQMRE8WKP","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","3RU7GD8VPQBCQT26M97F4R5OLTTPS2","A3RYI5HXC2MJLN","Submitted","Fri Jan 14 18:11:52 PST 2022","Fri Jan 14 18:18:40 PST 2022","Sat Jan 15 18:18:40 PST 2022","","","","408","100% (37/37)","0% (0/0)","0% (0/0)","2","views on good and evil in the anglo-saxon kingdoms. cambridge university press. 1976. p.","views on windows server 2016 the following is a list of the screens on the windows server","sentence1","Sentence 2"
"3MA5N0ATTDT1Z0O53K77GFQMRE8WKP","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","3I2PTA7R3VCZ2MQDHDD2DA4O9V2KQ7","AKSJ3C5O3V9RB","Submitted","Fri Jan 14 19:13:21 PST 2022","Fri Jan 14 19:22:28 PST 2022","Sat Jan 15 19:22:28 PST 2022","","","","547","100% (139/139)","0% (0/0)","0% (0/0)","2","views on good and evil in the anglo-saxon kingdoms. cambridge university press. 1976. p.","views on windows server 2016 the following is a list of the screens on the windows server","sentence1","Sentence 1"
"3IZVJEBJ6B2YUG8LC3XD50FM7LSZ6D","398H02C4I4JGS5JJA1RKZCK847XFEL","English text fluency","Which sentence is more fluent in English?","text, fluency, style","$0.10","Fri Jan 14 18:09:28 PST 2022","3","BatchId:4649187;OriginalHitTemplateId:928390850;","3600","86400","Sat Jan 15 18:09:28 PST 2022","","","3E1QT0TDFRR2QN0TVGBQE34BNLRI8J","A2ZZW6KME1FUDU","Submitted","Fri Jan 14 20:12:39 PST 2022","Fri Jan 14 20:49:12 PST 2022","Sat Jan 15 20:49:12 PST 2022","","","","2193","100% (30/30)","0% (0/0)","0% (0/0)","3","the connection code is: $ curl -x post -h 'content-type: application","the connection went dead. ""have you hear anything from sali lately?"" ashe said nothing. ","sentence2","Sentence 2"
